data,patrimonio_gerida,patrimonio_funcef,patrimonio_total,patrimonio_rv,fluxo_gerida,fluxo_funcef,fluxo_total,fluxo_rv,twr_gerida,twr_total,twr_rv,cdi_acum,ipca_acum,ibov_acum,sp500_brl_acum,nasdaq_brl_acum,ouro_brl_acum,drawdown
2026-04-22,121678.516277141,1230468.3053658362,1352146.8216429772,52842.12523841858,1456.0,0.0,1456.0,8456.0,0.4777868093251929,0.05869808607807259,0.18102671221831423,0.041995906789861204,0.006699999999999928,0.20150866767576736,-0.055276957695091555,-0.029918591830297325,-0.007340545356989359,0.0
2026-04-23,121245.34454095893,1230468.3053658362,1351713.6499067952,52473.5728969574,0.0,0.0,0.0,0.0,0.4725259342135639,0.05835892314051416,0.17278953102712702,0.04256135628863977,0.006699999999999928,0.19209662449622833,-0.06352099338000061,-0.0399367922158711,-0.021335976527735223,-0.0035599689200306287
2026-04-24,122414.06739527016,1230468.3053658362,1352882.3727611064,53576.88593864441,1442.0,0.0,1442.0,1442.0,0.46924598968660214,0.058145181797712775,0.16542229930422514,0.0431271126342434,0.006699999999999928,0.18815365736674572,-0.04736215029654445,-0.01224734319110421,-0.007740652805662607,0.0
2026-04-27,120901.97220139691,1230468.3053658362,1351370.2775672332,54193.97530555725,1498.5,0.0,1498.5,742.95,0.433549005852363,0.055793076224746496,0.16272198208364297,0.04369317599318556,0.006699999999999928,0.18089062470801487,-0.05599010734038756,-0.022326146580596173,-0.0254622658072996,-0.012352299258146137
2026-04-28,120242.12856019314,1230468.3053658362,1350710.4339260294,53751.92782020569,0.0,0.0,0.0,0.0,0.425725161636737,0.055277556267456784,0.1532379328799236,0.04425954653207009,0.006699999999999928,0.17491076934576655,-0.05674264509953186,-0.028247806545624532,-0.03933874217771571,-0.017742559178790397
2026-04-29,120685.63844131556,1230468.3053658362,1351153.9438071519,54311.0567779541,0.0,0.0,0.0,980.0,0.43098391083323206,0.05562405986421304,0.14436990154783436,0.04482622441759121,0.006699999999999928,0.1508107064327049,-0.058118709222529485,-0.023604582423491394,-0.05045742483372373,-0.014119528831384814
2026-04-30,122628.92155152923,1252177.3112591873,1374806.2328107166,55775.67078781128,0.0,6392.39,6392.39,695.0,0.4540256488629142,0.06904530686349042,0.16038128575312927,0.04538416162143033,0.006699999999999928,0.16680681952671939,-0.044055383189408714,-0.009502484804384537,-0.03155048492517898,0.0
2026-05-01,122628.92155152923,1252177.3112591873,1374806.2328107166,55775.67078781128,0.0,0.0,0.0,0.0,0.4540256488629142,0.06904530686349042,0.16038128575312927,0.04538416162143033,0.01253886000000004,0.16680681952671939,-0.05042787647522362,-0.009749661407053578,-0.04225085658553929,0.0
2026-05-04,115941.99411218805,1252177.3112591873,1368119.3053713753,49339.48477554321,0.0,0.0,0.0,-6349.75,0.37473795811370003,0.06384557163844029,0.15835201185286985,0.04594239676373624,0.01253886000000004,0.1561053700346957,-0.05762904122534773,-0.015335491935284273,-0.06489616495655348,-0.0545297744996583
2026-05-05,119346.18898726987,1252177.3112591873,1371523.500246457,52634.57801055908,0.0,0.0,0.0,3228.0,0.4151018999919356,0.06649266361984241,0.15983044636603316,0.04650093000360811,0.01253886000000004,0.16329365450139832,-0.04367074590235542,0.004221308554598124,-0.05071268465737655,-0.026769643920255347
